Mansion B Chest 1 Item 1|mansionb01 0
Mansion B Key 1|mansionb01 0key
Mansion B Wall 1|mansionb01 0wall
Mansion B Wall 2|mansionb01 1wall
Mansion B Wall 3|mansionb01 2wall
Mansion B Wall 4|mansionb01 3wall
Mansion B Wall 5|mansionb01 4wall
Mansion B Wall 6|mansionb01 5wall
Mansion B Wall 7|mansionb02 0wall
Mansion B Wall 8|mansionb02 1wall
Mansion B Key 2|mansionb03 0key
Mansion B Item|mansionb03 0equip
Mansion C Key 1|mansionc01 0key
Mansion C Key 2|mansionc01 1key
Mansion C Key 3|mansionc01 2key
Mansion C Key 4|mansionc03 0key
Mansion C Wall 1|mansionc01 0wall
Mansion C Wall 2|mansionc01 1wall
Mansion C Wall 3|mansionc01 2wall
Mansion C Wall 4|mansionc01 3wall
Mansion C Wall 5|mansionc01 4wall
Mansion C Wall 6|mansionc02 0wall
Mansion C Wall 7|mansionc02 1wall
Mansion C Wall 8|mansionc02 2wall
Mansion C Wall 9|mansionc02 3wall
Mansion C Chest 1 Item 1|mansionc02 0
Mansion C Item|mansionc04 0equip
Mansion D Key 1|mansiond01 0key
Mansion D Chest 1 Item 1|mansiond02 0
Mansion D Chest 2 Item 1|mansiond02 1
Mansion D Wall 1|mansiond01 0wall
Mansion D Wall 2|mansiond01 1wall
Mansion D Wall 3|mansiond02 0wall
Mansion D Wall 4|mansiond02 1wall
Mansion D Wall 5|mansiond02 2wall
Mansion D Wall 6|mansiond02 3wall
Mansion D Wall 7|mansiond02 4wall
Mansion D Wall 8|mansiond02 5wall
Mansion D Wall 9|mansiond02 6wall
Mansion D Item|mansiond02 0equip
Mountain Cooler|snow10 0equip
Mountain Key 1|snow03 0key
Mountain Key 2|snow03 1key
Mountain Key 3|snow05 0key
Mountain Key 4|snow06 0key
Mountain Key 5|snow06 1key
Mountain Key 6|snow07 0key
Mountain Key 7|snow07 1key
Mountain Key 8|snow11 0key
Mountain Key 9|snow12 0key
Mountain Key 10|snow14 0key
Mountain Key 11|snow15 0key
Mountain Key 12|snow17 0key
Mountain Key 13|snow18 0key
Mountain Key 14|snow21 0key
Mountain Key 15|snow22 0key
Mountain Key 16|snow22 1key
Mountain Wall 1|snow08 0wall
Mountain Wall 2|snow11 0wall
Mountain Wall 3|snow13 0wall
Mountain Wall 4|snow14 0wall
Mountain Wall 5|snow23 0wall
Mountain Wall 6|snow23 1wall
Mountain Chest 1 Item 1|snow02 0
Mountain Chest 1 Item 2|snow02 0
Mountain Chest 1 Item 3|snow02 0
Mountain Chest 1 Item 4|snow02 0
Mountain Chest 2 Item 1|snow04 1
Mountain Chest 3 Item 1|snow05 0
Mountain Chest 4 Item 1|snow07 0
Mountain Chest 5 Item 1|snow11 0
Mountain Chest 5 Item 2|snow11 0
Mountain Chest 5 Item 3|snow11 0
Mountain Chest 6 Item 1|snow14 0
Mountain Chest 7 Item 1|snow20 0
Mountain Chest 7 Item 2|snow20 0
Mountain Chest 8 Item 1|snow21 0
Mountain Chest 8 Item 2|snow21 0
Mountain Chest 9 Item 1|snow22 0
Mountain Chest 10 Item 1|snow23 0
Mountain Chest 10 Item 2|snow23 0
Mountain Chest 10 Item 3|snow23 0
Mountain Chest 10 Item 4|snow23 0
Mountain Chest 11 Item 1|snow23 1
Mountain Chest 12 Item 1|snow25 0
Snow-filled Cooler|Equip lava08 342 1
Lava Chest 1 Item 1|lava02 0
Lava Chest 2 Item 1|lava07 0
Lava Chest 2 Item 2|lava07 0
Lava Chest 2 Item 3|lava07 0
Lava Chest 3 Item 1|lava08b 0
Lava Chest 4 Item 1|lava08b 1
Lava Chest 4 Item 2|lava08b 1
Lava Chest 5 Item 1|lava09 0
Lava Chest 5 Item 2|lava09 0
Lava Chest 5 Item 3|lava09 0
Lava Chest 5 Item 4|lava09 0
Lava Chest 5 Item 5|lava09 0
Lava Chest 5 Item 6|lava09 0
Lava Chest 5 Item 7|lava09 0
Lava Chest 5 Item 8|lava09 0
Lava Chest 5 Item 9|lava09 0
Lava Chest 5 Item 10|lava09 0
Lava Chest 5 Item 11|lava09 0
Lava Chest 5 Item 12|lava09 0
Lava Chest 6 Item 1|lava09 1
Lava Chest 7 Item 1|lava11b 0
Lava Chest 8 Item 1|lava12 0
Lava Chest 9 Item 1|lava13 0
Lava Chest 9 Item 2|lava13 0
Lava Chest 9 Item 3|lava13 0
Lava Chest 9 Item 4|lava13 0
Lava Chest 10 Item 1|lava15 0
Lava Chest 10 Item 2|lava15 0
Lava Chest 11 Item 1|lava16 0
Lava Chest 12 Item 1|lava18b 0
Lava Key 1|lava03 0key
Lava Key 2|lava03 1key
Lava Key 3|lava09 0key
Lava Key 4|lava09 1key
Lava Key 5|lava09b 0key
Lava Key 6|lava09b 1key
Lava Key 7|lava09b 1key
Lava Key 8|lava09b 2key
Lava Key 9|lava09b 3key
Lava Key 10|lava13 0key
Lava Key 11|lava15 0key
Lava Key 12|lava15 1key
Lava Key 13|lava15 2key
Lava Key 14|lava17 0key
Lava Key 15|lava17 1key
Lava Key 16|lava18 0key
Lava Wall 1|lava08 0wall
Lava Wall 2|lava12 0wall
Lava Wall 3|lava15 0wall
Lava Wall 4|lava15 1wall
Lava Wall 5|lava16 0wall
Lava Wall 6|lava17 0wall
Lava Wall 7|lava17 1wall
Shop Filthy Pendant 1|Shop Filthy Pendant 0
Shop Filthy Pendant 2|Shop Filthy Pendant 1
Shop Filthy Pendant 3|Shop Filthy Pendant 2
Shop Filthy Pendant 4|Shop Filthy Pendant 3
Shop Egg Shell 1|Shop Egg Shell 0
Shop Egg Shell 2|Shop Egg Shell 1
Shop Egg Shell 3|Shop Egg Shell 2
Shop Egg Shell 4|Shop Egg Shell 3
Shop Sand Paper 1|Shop Sand Paper 0
Shop Sand Paper 2|Shop Sand Paper 1
Shop Sand Paper 3|Shop Sand Paper 2
Shop Sand Paper 4|Shop Sand Paper 3
Shop Dull Whetstone 1|Shop Dull Whetstone 0
Shop Dull Whetstone 2|Shop Dull Whetstone 1
Shop Dull Whetstone 3|Shop Dull Whetstone 2
Shop Dull Whetstone 4|Shop Dull Whetstone 3
Shop Leaf Vest 1|Shop Leaf Vest 0
Shop Leaf Vest 2|Shop Leaf Vest 1
Shop Leaf Vest 3|Shop Leaf Vest 2
Shop Leaf Vest 4|Shop Leaf Vest 3
Shop Bark Shirt 1|Shop Bark Shirt 0
Shop Bark Shirt 2|Shop Bark Shirt 1
Shop Bark Shirt 3|Shop Bark Shirt 2
Shop Bark Shirt 4|Shop Bark Shirt 3
Shop Cotton Vest 1|Shop Cotton Vest 0
Shop Cotton Vest 2|Shop Cotton Vest 1
Shop Cotton Vest 3|Shop Cotton Vest 2
Shop Cotton Vest 4|Shop Cotton Vest 3
Shop Dull Ring 1|Shop Dull Ring 0
Shop Dull Ring 2|Shop Dull Ring 1
Shop Dull Ring 3|Shop Dull Ring 2
Shop Dull Ring 4|Shop Dull Ring 3
Shop Treasure Key 1|Shop Treasure Key 0
Shop Treasure Key 2|Shop Treasure Key 1
Shop Treasure Key 3|Shop Treasure Key 2
Shop Treasure Key 4|Shop Treasure Key 3
Shop Treasure Key 5|Shop Treasure Key 4
Shop Treasure Key 6|Shop Treasure Key 5
Level 1|Level1
Level 2|Level2
Level 3|Level3
Level 4|Level4
Level 5|Level5
Level 6|Level6
Level 7|Level7
Level 8|Level8
Level 9|Level9
Level 10|Level10
Level 11|Level11
Level 12|Level12
Level 13|Level13
Level 14|Level14
Level 15|Level15
Level 16|Level16
Level 17|Level17
Level 18|Level18
Level 19|Level19
Level 20|Level20
Level 21|Level21
Level 22|Level22
Level 23|Level23
Level 24|Level24
Level 25|Level25
Level 26|Level26
Level 27|Level27
Level 28|Level28
Level 29|Level29
Level 30|Level30
Level 31|Level31
Level 32|Level32
Level 33|Level33
Level 34|Level34
Level 35|Level35
Level 36|Level36
Level 37|Level37
Level 38|Level38
Level 39|Level39
Level 40|Level40
Level 41|Level41
Level 42|Level42
Level 43|Level43
Level 44|Level44
Level 45|Level45
Level 46|Level46
Level 47|Level47
Level 48|Level48
Level 49|Level49
Level 50|Level50
Level 51|Level51
Level 52|Level52
Level 53|Level53
Level 54|Level54
Level 55|Level55
Level 56|Level56
Level 57|Level57
Level 58|Level58
Level 59|Level59
Level 60|Level60
